#test_id/duration/rate/con/zone/i_level/{configuration}/start_position/end_position
May23_red_20_iperf_high_2212111/60/iperf/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_high_2212111/60/iperf/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_low_2212111/60/stream/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_low_2212111/60/stream/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_medium_2212111/60/stream/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_medium_2212111/60/stream/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_high_2212111/60/stream/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_high_2212111/60/stream/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_low_2212111/60/iperf/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_low_2212111/60/iperf/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_medium_2212111/60/iperf/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_medium_2212111/60/iperf/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_high_2212111/60/iperf/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_high_2212111/60/iperf/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_low_2212111/60/stream/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_low_2212111/60/stream/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_medium_2212111/60/stream/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_medium_2212111/60/stream/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_high_2212111/60/stream/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_high_2212111/60/stream/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_low_2212111/60/iperf/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_low_2212111/60/iperf/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_medium_2212111/60/iperf/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_medium_2212111/60/iperf/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_high_2212111/60/iperf/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_high_2212111/60/iperf/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_low_2212111/60/stream/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_low_2212111/60/stream/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_medium_2212111/60/stream/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_medium_2212111/60/stream/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_high_2212111/60/stream/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_high_2212111/60/stream/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_low_2212111/60/iperf/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_low_2212111/60/iperf/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_medium_2212111/60/iperf/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_medium_2212111/60/iperf/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_high_2212111/60/iperf/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_high_2212111/60/iperf/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_low_2212111/60/stream/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_low_2212111/60/stream/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_medium_2212111/60/stream/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_medium_2212111/60/stream/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_high_2212111/60/stream/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_high_2212111/60/stream/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_low_2212111/60/iperf/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_low_2212111/60/iperf/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_medium_2212111/60/iperf/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_medium_2212111/60/iperf/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_high_2212111/60/iperf/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_high_2212111/60/iperf/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_low_2212111/60/stream/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_low_2212111/60/stream/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_medium_2212111/60/stream/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_medium_2212111/60/stream/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_high_2212111/60/stream/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_high_2212111/60/stream/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_low_2212111/60/iperf/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_low_2212111/60/iperf/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_medium_2212111/60/iperf/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_medium_2212111/60/iperf/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_high_2212111/60/iperf/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_high_2212111/60/iperf/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_low_2212111/60/stream/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_low_2212111/60/stream/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_medium_2212111/60/stream/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_medium_2212111/60/stream/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_high_2212111/60/stream/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_high_2212111/60/stream/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_low_2212111/60/iperf/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_low_2212111/60/iperf/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_medium_2212111/60/iperf/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_medium_2212111/60/iperf/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_high_2212111/60/iperf/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_high_2212111/60/iperf/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_low_2212111/60/stream/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_low_2212111/60/stream/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_medium_2212111/60/stream/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_medium_2212111/60/stream/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_high_2212111/60/stream/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_high_2212111/60/stream/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_low_2212111/60/iperf/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_low_2212111/60/iperf/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_medium_2212111/60/iperf/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_medium_2212111/60/iperf/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_high_2212111/60/iperf/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_high_2212111/60/iperf/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_low_2212211/60/stream/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_low_2212211/60/stream/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_medium_2212211/60/stream/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_medium_2212211/60/stream/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_high_2212211/60/stream/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_stream_high_2212211/60/stream/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_low_2212211/60/iperf/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_low_2212211/60/iperf/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_medium_2212211/60/iperf/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_medium_2212211/60/iperf/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_iperf_high_2212211/60/iperf/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_25_iperf_high_2212211/60/iperf/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_low_2212211/60/stream/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_low_2212211/60/stream/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_medium_2212211/60/stream/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_medium_2212211/60/stream/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_stream_high_2212211/60/stream/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_stream_high_2212211/60/stream/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_low_2212211/60/iperf/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_low_2212211/60/iperf/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_medium_2212211/60/iperf/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_medium_2212211/60/iperf/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_20_iperf_high_2212211/60/iperf/20/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_green_25_iperf_high_2212211/60/iperf/25/green/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_low_2212211/60/stream/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_low_2212211/60/stream/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_medium_2212211/60/stream/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_medium_2212211/60/stream/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_stream_high_2212211/60/stream/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_stream_high_2212211/60/stream/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_low_2212211/60/iperf/20/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_low_2212211/60/iperf/25/blue/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_medium_2212211/60/iperf/20/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_medium_2212211/60/iperf/25/blue/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_20_iperf_high_2212211/60/iperf/20/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_blue_25_iperf_high_2212211/60/iperf/25/blue/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_low_2212211/60/stream/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_low_2212211/60/stream/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_medium_2212211/60/stream/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_medium_2212211/60/stream/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_stream_high_2212211/60/stream/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_stream_high_2212211/60/stream/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_low_2212211/60/iperf/20/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_low_2212211/60/iperf/25/yellow/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_medium_2212211/60/iperf/20/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_medium_2212211/60/iperf/25/yellow/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_20_iperf_high_2212211/60/iperf/20/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_yellow_25_iperf_high_2212211/60/iperf/25/yellow/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
May23_red_20_stream_low_2222211/60/stream/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_stream_low_2222211/60/stream/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_20_stream_medium_2222211/60/stream/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_stream_medium_2222211/60/stream/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_20_stream_high_2222211/60/stream/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_stream_high_2222211/60/stream/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_20_iperf_low_2222211/60/iperf/20/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_iperf_low_2222211/60/iperf/25/red/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_20_iperf_medium_2222211/60/iperf/20/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_iperf_medium_2222211/60/iperf/25/red/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_20_iperf_high_2222211/60/iperf/20/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_red_25_iperf_high_2222211/60/iperf/25/red/high/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_green_20_stream_low_2222211/60/stream/20/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_green_25_stream_low_2222211/60/stream/25/green/low/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_green_20_stream_medium_2222211/60/stream/20/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
May23_green_25_stream_medium_2222211/60/stream/25/green/medium/{'cart': 2, 'ratings': 2, 'web': 1, 'shipping': 2, 'catalogue': 2, 'user': 1, 'payment': 2}/5/35
