Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/cart/cart/anonymous-82,1,0,6.991226226091385,6.991226226091385,6.991226226091385,6.991226226091385,219.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/cart/anonymous-83,1,0,27.423303574323654,27.423303574323654,27.423303574323654,27.423303574323654,193.0,0.01693811043348324,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/api/cart/cart/anonymous-84,1,0,5.640287883579731,5.640287883579731,5.640287883579731,5.640287883579731,222.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/cart/anonymous-85,1,0,6.631460040807724,6.631460040807724,6.631460040807724,6.631460040807724,184.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/cart/anonymous-86,1,0,7.543405517935753,7.543405517935753,7.543405517935753,7.543405517935753,130.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/cart/anonymous-87,1,0,6.109273061156273,6.109273061156273,6.109273061156273,6.109273061156273,209.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/cart/anonymous-88,1,0,5.489022471010685,5.489022471010685,5.489022471010685,5.489022471010685,130.0,0.01693811043348324,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/api/cart/cart/anonymous-89,1,0,7.5160181149840355,7.5160181149840355,7.5160181149840355,7.5160181149840355,130.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/cart/anonymous-90,1,0,46.71264998614788,46.71264998614788,46.71264998614788,46.71264998614788,217.0,0.01693811043348324,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/api/cart/cart/anonymous-91,1,0,34.75783858448267,34.75783858448267,34.75783858448267,34.75783858448267,201.0,0.01693811043348324,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/api/cart/cart/anonymous-92,1,0,6.62127323448658,6.62127323448658,6.62127323448658,6.62127323448658,221.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/cart/anonymous-93,1,0,78.01140658557415,78.01140658557415,78.01140658557415,78.01140658557415,206.0,0.01693811043348324,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/api/cart/cart/anonymous-94,1,0,5.824797786772251,5.824797786772251,5.824797786772251,5.824797786772251,220.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/cart/anonymous-95,1,0,7.00918585062027,7.00918585062027,7.00918585062027,7.00918585062027,190.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/cart/anonymous-96,1,0,14.382055960595608,14.382055960595608,14.382055960595608,14.382055960595608,199.0,0.01693811043348324,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/cart/cart/anonymous-97,1,0,7.124454714357853,7.124454714357853,7.124454714357853,7.124454714357853,200.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/cart/anonymous-98,1,0,6.286293268203735,6.286293268203735,6.286293268203735,6.286293268203735,213.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-31/RMC/2,1,0,7.048066705465317,7.048066705465317,7.048066705465317,7.048066705465317,215.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-32/RED/2,1,0,7.6093170791864395,7.6093170791864395,7.6093170791864395,7.6093170791864395,221.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-33/SHCE/2,1,0,7.292508147656918,7.292508147656918,7.292508147656918,7.292508147656918,225.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-34/EPE/2,1,0,11.86545193195343,11.86545193195343,11.86545193195343,11.86545193195343,222.0,0.01693811043348324,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/cart/update/anonymous-35/EPE/2,1,0,6.913265213370323,6.913265213370323,6.913265213370323,6.913265213370323,200.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-36/UHJ/2,1,0,87.30890229344368,87.30890229344368,87.30890229344368,87.30890229344368,228.0,0.01693811043348324,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/api/cart/update/anonymous-37/EMM/2,1,0,8.69511254131794,8.69511254131794,8.69511254131794,8.69511254131794,222.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-38/EMM/2,1,0,69.03735548257828,69.03735548257828,69.03735548257828,69.03735548257828,217.0,0.01693811043348324,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/api/cart/update/anonymous-39/EMM/2,1,0,67.7037900313735,67.7037900313735,67.7037900313735,67.7037900313735,206.0,0.01693811043348324,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/api/cart/update/anonymous-40/HPTD/2,1,0,26.66736301034689,26.66736301034689,26.66736301034689,26.66736301034689,215.0,0.01693811043348324,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/api/cart/update/anonymous-41/Watson/2,1,0,8.554290980100632,8.554290980100632,8.554290980100632,8.554290980100632,196.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-42/HPTD/2,1,0,10.057536885142326,10.057536885142326,10.057536885142326,10.057536885142326,223.0,0.01693811043348324,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/cart/update/anonymous-43/Watson/2,1,0,8.588704280555248,8.588704280555248,8.588704280555248,8.588704280555248,198.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-44/RMC/2,1,0,7.031572982668877,7.031572982668877,7.031572982668877,7.031572982668877,216.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-45/STAN-1/2,1,0,7.25350808352232,7.25350808352232,7.25350808352232,7.25350808352232,201.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-46/UHJ/2,1,0,7.108932361006737,7.108932361006737,7.108932361006737,7.108932361006737,211.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-47/EPE/2,1,0,7.06789456307888,7.06789456307888,7.06789456307888,7.06789456307888,200.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-48/HPTD/2,1,0,7.2944508865475655,7.2944508865475655,7.2944508865475655,7.2944508865475655,213.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-49/SHCE/2,1,0,6.947819143533707,6.947819143533707,6.947819143533707,6.947819143533707,125.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-50/SHCE/2,1,0,8.625876158475876,8.625876158475876,8.625876158475876,8.625876158475876,204.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-51/EMM/2,1,0,8.420681580901146,8.420681580901146,8.420681580901146,8.420681580901146,206.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-52/UHJ/2,1,0,8.15944280475378,8.15944280475378,8.15944280475378,8.15944280475378,228.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-53/EPE/2,1,0,6.129572167992592,6.129572167992592,6.129572167992592,6.129572167992592,195.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-54/HPTD/2,1,0,7.46824499219656,7.46824499219656,7.46824499219656,7.46824499219656,121.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-55/Watson/2,1,0,9.27212554961443,9.27212554961443,9.27212554961443,9.27212554961443,209.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-56/EPE/2,1,0,9.10128839313984,9.10128839313984,9.10128839313984,9.10128839313984,130.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-57/RED/2,1,0,10.455626994371414,10.455626994371414,10.455626994371414,10.455626994371414,214.0,0.01693811043348324,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/cart/update/anonymous-58/Watson/2,1,0,14.168302528560162,14.168302528560162,14.168302528560162,14.168302528560162,104.0,0.01693811043348324,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/cart/update/anonymous-59/EMM/2,1,0,71.31102401763201,71.31102401763201,71.31102401763201,71.31102401763201,188.0,0.01693811043348324,0.0,71,71,71,71,71,71,71,71,71,71,71
GET,/api/cart/update/anonymous-60/STAN-1/2,1,0,33.20851922035217,33.20851922035217,33.20851922035217,33.20851922035217,187.0,0.01693811043348324,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/api/cart/update/anonymous-61/RMC/2,1,0,56.51865340769291,56.51865340769291,56.51865340769291,56.51865340769291,190.0,0.01693811043348324,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/cart/update/anonymous-62/Watson/2,1,0,7.100146263837814,7.100146263837814,7.100146263837814,7.100146263837814,206.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-63/EMM/2,1,0,6.796926259994507,6.796926259994507,6.796926259994507,6.796926259994507,227.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-64/UHJ/2,1,0,7.011176086962223,7.011176086962223,7.011176086962223,7.011176086962223,219.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-65/STAN-1/2,1,0,6.6233426332473755,6.6233426332473755,6.6233426332473755,6.6233426332473755,187.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-66/RMC/2,1,0,7.903772406280041,7.903772406280041,7.903772406280041,7.903772406280041,216.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-67/EPE/2,1,0,13.147657737135887,13.147657737135887,13.147657737135887,13.147657737135887,219.0,0.01693811043348324,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/cart/update/anonymous-68/UHJ/2,1,0,76.45443361252546,76.45443361252546,76.45443361252546,76.45443361252546,233.0,0.01693811043348324,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/api/cart/update/anonymous-69/RMC/2,1,0,7.27334339171648,7.27334339171648,7.27334339171648,7.27334339171648,210.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-70/EPE/2,1,0,8.096886798739433,8.096886798739433,8.096886798739433,8.096886798739433,219.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-71/SHCE/2,1,0,7.285545580089092,7.285545580089092,7.285545580089092,7.285545580089092,198.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-72/SHCE/2,1,0,6.579766049981117,6.579766049981117,6.579766049981117,6.579766049981117,198.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-73/STAN-1/2,1,0,83.23818724602461,83.23818724602461,83.23818724602461,83.23818724602461,195.0,0.01693811043348324,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/api/cart/update/anonymous-74/EPE/2,1,0,7.044258527457714,7.044258527457714,7.044258527457714,7.044258527457714,195.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-75/SHCE/2,1,0,73.13370984047651,73.13370984047651,73.13370984047651,73.13370984047651,222.0,0.01693811043348324,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/api/cart/update/anonymous-76/STAN-1/2,1,0,9.672438725829124,9.672438725829124,9.672438725829124,9.672438725829124,204.0,0.01693811043348324,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/cart/update/anonymous-77/RED/2,1,0,8.340715430676937,8.340715430676937,8.340715430676937,8.340715430676937,226.0,0.01693811043348324,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/cart/update/anonymous-78/SHCE/2,1,0,5.84289338439703,5.84289338439703,5.84289338439703,5.84289338439703,198.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-79/HPTD/2,1,0,10.507913306355476,10.507913306355476,10.507913306355476,10.507913306355476,223.0,0.01693811043348324,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/cart/update/anonymous-80/UHJ/2,1,0,53.75469382852316,53.75469382852316,53.75469382852316,53.75469382852316,233.0,0.01693811043348324,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/api/cart/update/anonymous-81/SHCE/2,1,0,6.417183205485344,6.417183205485344,6.417183205485344,6.417183205485344,225.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-82/RED/2,1,0,78.2069256529212,78.2069256529212,78.2069256529212,78.2069256529212,221.0,0.01693811043348324,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/api/cart/update/anonymous-83/Watson/2,1,0,6.748528219759464,6.748528219759464,6.748528219759464,6.748528219759464,191.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-84/SHCE/2,1,0,6.393366493284702,6.393366493284702,6.393366493284702,6.393366493284702,222.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-85/RMC/2,1,0,60.254013165831566,60.254013165831566,60.254013165831566,60.254013165831566,184.0,0.01693811043348324,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/cart/update/anonymous-86/EPE/2,1,0,84.89838801324368,84.89838801324368,84.89838801324368,84.89838801324368,130.0,0.01693811043348324,0.0,85,85,85,85,85,85,85,85,85,85,85
GET,/api/cart/update/anonymous-87/RED/2,1,0,6.373649463057518,6.373649463057518,6.373649463057518,6.373649463057518,224.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-88/EPE/2,1,0,7.26530235260725,7.26530235260725,7.26530235260725,7.26530235260725,130.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-89/EPE/2,1,0,46.89253028482199,46.89253028482199,46.89253028482199,46.89253028482199,130.0,0.01693811043348324,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/api/cart/update/anonymous-90/HPTD/2,1,0,9.054823778569698,9.054823778569698,9.054823778569698,9.054823778569698,215.0,0.01693811043348324,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/cart/update/anonymous-91/STAN-1/2,1,0,6.417257711291313,6.417257711291313,6.417257711291313,6.417257711291313,187.0,0.01693811043348324,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/cart/update/anonymous-92/EMM/2,1,0,159.9915660917759,159.9915660917759,159.9915660917759,159.9915660917759,206.0,0.01693811043348324,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/cart/update/anonymous-93/Watson/2,1,0,7.273302413523197,7.273302413523197,7.273302413523197,7.273302413523197,206.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-94/UHJ/2,1,0,10.236233472824097,10.236233472824097,10.236233472824097,10.236233472824097,211.0,0.01693811043348324,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/cart/update/anonymous-95/RMC/2,1,0,7.343750447034836,7.343750447034836,7.343750447034836,7.343750447034836,190.0,0.01693811043348324,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/cart/update/anonymous-96/HPTD/2,1,0,86.47767268121243,86.47767268121243,86.47767268121243,86.47767268121243,199.0,0.01693811043348324,0.0,86,86,86,86,86,86,86,86,86,86,86
GET,/api/cart/update/anonymous-97/STAN-1/2,1,0,75.8798886090517,75.8798886090517,75.8798886090517,75.8798886090517,201.0,0.01693811043348324,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/api/cart/update/anonymous-98/SHCE/2,1,0,82.06757251173258,82.06757251173258,82.06757251173258,82.06757251173258,213.0,0.01693811043348324,0.0,82,82,82,82,82,82,82,82,82,82,82
GET,/api/catalogue/categories,68,0,9,25.916358209489022,7.06479512155056,101.49219073355198,35.0,1.1517915094768603,0.0,9,12,47,54,74,88,92,100,100,100,100
GET,/api/catalogue/product/EMM,17,0,10,15.254075200680424,8.475713431835175,92.0286551117897,209.0,0.28794787736921507,0.0,10,11,11,12,17,92,92,92,92,92,92
GET,/api/catalogue/product/EPE,25,0,10,24.53744485974312,8.308181539177895,99.20145384967327,194.0,0.423452760837081,0.0,10,14,20,46,93,94,99,99,99,99,99
GET,/api/catalogue/product/HPTD,17,0,11,30.060227248160277,8.435875177383423,96.99603170156479,263.0,0.28794787736921507,0.0,11,12,23,88,92,97,97,97,97,97,97
GET,/api/catalogue/product/RED,11,0,10,11.649651791561734,8.15732404589653,25.753095746040344,181.0,0.18631921476831564,0.0,10,11,13,13,13,26,26,26,26,26,26
GET,/api/catalogue/product/RMC,9,0,10,21.999084287219578,8.976224809885025,92.72527322173119,198.0,0.15244299390134916,0.0,10,10,10,37,93,93,93,93,93,93,93
GET,/api/catalogue/product/SHCE,17,0,11,35.39791686789078,8.686627261340618,95.30842117965221,183.0,0.28794787736921507,0.0,11,16,93,94,95,95,95,95,95,95,95
GET,/api/catalogue/product/STAN-1,13,0,10,16.5300674449939,7.9762889072299,94.55878846347332,173.0,0.22019543563528213,0.0,10,11,11,11,13,95,95,95,95,95,95
GET,/api/catalogue/product/UHJ,13,0,11,32.51344760736594,9.532785043120384,100.38894042372704,189.0,0.22019543563528213,0.0,11,29,32,84,96,100,100,100,100,100,100
GET,/api/catalogue/product/Watson,14,0,10,28.672248723783664,8.655453100800514,96.64557874202728,186.0,0.23713354606876536,0.0,11,13,16,93,94,97,97,97,97,97,97
GET,/api/catalogue/products,68,0,9,25.529642452431077,7.239240221679211,101.30387917160988,2196.0,1.1517915094768603,0.0,9,29,37,39,78,80,92,100,100,100,100
GET,/api/ratings/api/fetch/EMM,17,0,19,41.23632127747816,17.013249918818474,106.69124405831099,36.0,0.28794787736921507,0.0,19,50,69,72,100,110,110,110,110,110,110
GET,/api/ratings/api/fetch/EPE,25,0,50,58.563013821840286,18.22273340076208,153.30455172806978,35.24,0.423452760837081,0.0,50,79,92,98,110,110,150,150,150,150,150
GET,/api/ratings/api/fetch/HPTD,17,0,30,59.85497995553648,15.595735982060432,166.7896118015051,34.294117647058826,0.28794787736921507,0.0,30,93,93,100,130,170,170,170,170,170,170
GET,/api/ratings/api/fetch/RED,11,0,34,48.38840062306686,16.411392018198967,101.04918386787176,33.0,0.18631921476831564,0.0,34,67,77,77,98,100,100,100,100,100,100
GET,/api/ratings/api/fetch/RMC,9,0,26,47.38989493085278,18.134042620658875,100.4613870754838,34.77777777777778,0.15244299390134916,0.0,26,33,92,97,100,100,100,100,100,100,100
GET,/api/ratings/api/fetch/SHCE,17,0,21,54.1624933042947,17.080451361835003,160.58761160820723,34.294117647058826,0.28794787736921507,0.0,21,83,93,100,110,160,160,160,160,160,160
GET,/api/ratings/api/fetch/STAN-1,13,0,20,31.902601154377827,16.80298987776041,101.87948495149612,34.76923076923077,0.22019543563528213,0.0,20,23,28,41,74,100,100,100,100,100,100
GET,/api/ratings/api/fetch/UHJ,13,0,24,55.30934150402363,17.80686341226101,161.39594744890928,33.61538461538461,0.22019543563528213,0.0,24,82,97,99,110,160,160,160,160,160,160
GET,/api/ratings/api/fetch/Watson,14,0,24,51.98181859616722,16.36332366615534,178.9387222379446,36.0,0.23713354606876536,0.0,31,45,92,100,110,180,180,180,180,180,180
PUT,/api/ratings/api/rate/EMM/3,1,0,73.73693212866783,73.73693212866783,73.73693212866783,73.73693212866783,16.0,0.01693811043348324,0.0,74,74,74,74,74,74,74,74,74,74,74
PUT,/api/ratings/api/rate/EMM/4,4,0,61,90.54681705310941,59.65442769229412,128.8258684799075,16.0,0.06775244173393297,0.0,110,110,130,130,130,130,130,130,130,130,130
PUT,/api/ratings/api/rate/EMM/5,2,0,73,84.00561334565282,72.93136138468981,95.07986530661583,16.0,0.03387622086696648,0.0,95,95,95,95,95,95,95,95,95,95,95
PUT,/api/ratings/api/rate/EPE/1,2,0,81.00119698792696,96.50613088160753,81.00119698792696,112.0110647752881,16.0,0.03387622086696648,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,/api/ratings/api/rate/EPE/2,1,0,274.15791153907776,274.15791153907776,274.15791153907776,274.15791153907776,16.0,0.01693811043348324,0.0,270,270,270,270,270,270,270,270,270,270,270
PUT,/api/ratings/api/rate/EPE/4,2,0,85,106.74520442262292,84.95160937309265,128.5387994721532,16.0,0.03387622086696648,0.0,130,130,130,130,130,130,130,130,130,130,130
PUT,/api/ratings/api/rate/EPE/5,3,0,210.0,180.39664222548404,66.43881928175688,268.45846325159073,16.0,0.05081433130044972,0.0,210,210,270,270,270,270,270,270,270,270,270
PUT,/api/ratings/api/rate/HPTD/2,1,0,203.31860519945621,203.31860519945621,203.31860519945621,203.31860519945621,16.0,0.01693811043348324,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/api/ratings/api/rate/HPTD/3,1,0,80.54658398032188,80.54658398032188,80.54658398032188,80.54658398032188,16.0,0.01693811043348324,0.0,81,81,81,81,81,81,81,81,81,81,81
PUT,/api/ratings/api/rate/RED/2,1,0,75.90947672724724,75.90947672724724,75.90947672724724,75.90947672724724,16.0,0.01693811043348324,0.0,76,76,76,76,76,76,76,76,76,76,76
PUT,/api/ratings/api/rate/RMC/2,1,0,217.21360087394714,217.21360087394714,217.21360087394714,217.21360087394714,16.0,0.01693811043348324,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,/api/ratings/api/rate/RMC/5,1,0,123.94972052425146,123.94972052425146,123.94972052425146,123.94972052425146,16.0,0.01693811043348324,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,/api/ratings/api/rate/SHCE/1,2,0,69,108.38723089545965,68.65917425602674,148.11528753489256,16.0,0.03387622086696648,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/api/ratings/api/rate/SHCE/2,1,0,192.94013548642397,192.94013548642397,192.94013548642397,192.94013548642397,16.0,0.01693811043348324,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/api/ratings/api/rate/SHCE/3,1,0,58.82694758474827,58.82694758474827,58.82694758474827,58.82694758474827,16.0,0.01693811043348324,0.0,59,59,59,59,59,59,59,59,59,59,59
PUT,/api/ratings/api/rate/SHCE/4,1,0,115.54036289453506,115.54036289453506,115.54036289453506,115.54036289453506,16.0,0.01693811043348324,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,/api/ratings/api/rate/STAN-1/1,2,0,87.21297513693571,102.15962398797274,87.21297513693571,117.10627283900976,16.0,0.03387622086696648,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,/api/ratings/api/rate/STAN-1/2,1,0,77.31848396360874,77.31848396360874,77.31848396360874,77.31848396360874,16.0,0.01693811043348324,0.0,77,77,77,77,77,77,77,77,77,77,77
PUT,/api/ratings/api/rate/STAN-1/4,1,0,78.75650189816952,78.75650189816952,78.75650189816952,78.75650189816952,16.0,0.01693811043348324,0.0,79,79,79,79,79,79,79,79,79,79,79
PUT,/api/ratings/api/rate/STAN-1/5,1,0,63.42355813831091,63.42355813831091,63.42355813831091,63.42355813831091,16.0,0.01693811043348324,0.0,63,63,63,63,63,63,63,63,63,63,63
PUT,/api/ratings/api/rate/UHJ/1,1,0,132.79911782592535,132.79911782592535,132.79911782592535,132.79911782592535,16.0,0.01693811043348324,0.0,130,130,130,130,130,130,130,130,130,130,130
PUT,/api/ratings/api/rate/UHJ/3,1,0,157.48318936675787,157.48318936675787,157.48318936675787,157.48318936675787,16.0,0.01693811043348324,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/api/ratings/api/rate/UHJ/4,1,0,207.3987079784274,207.3987079784274,207.3987079784274,207.3987079784274,16.0,0.01693811043348324,0.0,210,210,210,210,210,210,210,210,210,210,210
PUT,/api/ratings/api/rate/UHJ/5,1,0,64.0965485945344,64.0965485945344,64.0965485945344,64.0965485945344,16.0,0.01693811043348324,0.0,64,64,64,64,64,64,64,64,64,64,64
PUT,/api/ratings/api/rate/Watson/3,1,0,82.75359217077494,82.75359217077494,82.75359217077494,82.75359217077494,16.0,0.01693811043348324,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/api/shipping/cities/ch,1,1,1870.0536359101534,1870.0536359101534,1870.0536359101534,1870.0536359101534,494.0,0.01693811043348324,0.01693811043348324,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/api/shipping/cities/gb,1,1,1813.401224091649,1813.401224091649,1813.401224091649,1813.401224091649,494.0,0.01693811043348324,0.01693811043348324,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/api/shipping/codes,56,54,10,2306.140704196878,4.083639942109585,31063.56359552592,513.0,0.9485341842750614,0.9146579634080949,11,1000,3000,3000,7000,15000,15000,31000,31000,31000,31000
POST,/api/user/login,77,0,11,17.65683318742297,9.127693250775337,99.1821987554431,92.0,1.3042345033782095,0.0,11,13,15,19,35,64,88,99,99,99,99
GET,/api/user/uniqueid,68,0,8,12.727005845483612,6.703614257276058,83.23680981993675,23.0,1.1517915094768603,0.0,8,9,9,10,17,57,68,83,83,83,83
,Aggregated,986,56,13,166.1340828151886,3.343909978866577,31063.56359552592,453.9574036511156,16.700976887414473,0.9485341842750614,13,24,55,74,99,120,1000,3000,31000,31000,31000
